name,gender,age,location,status,username,ethnicity,occupation,description,match_age,children,orientation,religion,smoking,drinking,intent,target
Princesa17,female,38 y.o.,"Panama City, Panama",single,Princesa17,hispanic,-,"I am a God fearing woman. I like to laugh a lot, riding bike, traveling, go out with friends, shopping.",from 19 to 86,no children,Straight,Christian,non-smoker,never,"Friendship, Serious Relationship, Marriage",Male
Stromylynn2,female,59 y.o.,"Slater, Slater-Marietta, SC 29661, USA",single,Stromylynn2,white,Disable,-,from 60 to 86,1-2 living elsewhere,Straight,Spiritual,light smoker,social drinker,"Fun, Friendship",Male
Eilish44X,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
ElenaRamirez,female,36 y.o.,"Jalisco, México",separated,ElenaRamirez,hispanic,-,-,from 19 to 86,more than 2 living with me,Straight,Christian,non-smoker,never,Romance,Male
Pedri,male,33 y.o.,"51990 San Gaspar Tonatico, Méx., Mexico",single,Pedri,hispanic,Ventas,-,from 19 to 50,1-2 living elsewhere,Straight,Other,non-smoker,never,"Fun, Friendship, Romance",Female
Thottey,male,48 y.o.,"Malé, Maldives",divorced,Thottey,asian,Caregiver,-,from 30 to 86,1-2 living elsewhere,Straight,Other,social smoker,occasional drinker,"Friendship, Romance, Serious Relationship, Marriage",Female
MARIA100770,female,54 y.o.,"Managua, Nicaragua",divorced,MARIA100770,hispanic,CONTADORA,-,from 51 to 60,1-2 living with me,Straight,Christian,non-smoker,never,"Friendship, Serious Relationship",Male
Reinaldo6969,male,44 y.o.,"Santiago, Región Metropolitana, Chile",single,Reinaldo6969,asian,-,-,from 19 to 35,no children,Straight,Other,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Islalover,female,43 y.o.,"Manila, Metro Manila, Philippines",widowed,Islalover,asian,-,-,from 38 to 55,1-2 living with me,Straight,Christian,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship, Marriage",Male
Chrizttian,male,28 y.o.,"Puerto Asís, Putumayo, Colombia",single,Chrizttian,hispanic,Estudiante,-,from 20 to 50,no children,Homosexual,Other,non-smoker,never,Romance,Male
MrGarces,male,30 y.o.,"Barquisimeto 3001, Lara, Venezuela",single,MrGarces,hispanic,-,-,from 19 to 86,no children,Straight,Other,non-smoker,social drinker,Friendship,Female
Jorgelanz32,male,35 y.o.,"Anzoátegui, Venezuela",single,Jorgelanz32,white,Trabajo en la industria petrolera,-,from 19 to 86,no children,Straight,Other,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship",Female
blackswan,male,50 y.o.,"Belgrade, Serbia",single,blackswan,white,Lawyer,-,from 35 to 45,want children,Straight,Christian,non-smoker,social drinker,"Romance, Serious Relationship, Marriage",Female
Valdivia,male,54 y.o.,"Panguipulli, Los Ríos, Chile",single,Valdivia,hispanic,Ingeniero,-,from 19 to 86,no children,Homosexual,Christian,non-smoker,social drinker,Serious Relationship,Male
Baronvan53,male,56 y.o.,"Roseburg, OR, USA",divorced,Baronvan53,white,On Disability,I’m a hopeless Romantic an aggressive passionate lover,from 19 to 37,more than 2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,Serious Relationship,Female
Maxalejandro1,male,29 y.o.,"Machala, Ecuador",single,Maxalejandro1,mixed,Administrativo,-,from 19 to 38,no children,Straight,Christian,non-smoker,occasional drinker,"Friendship, Romance",Female
Mariposita10x,female,35 y.o.,"Choloma, Honduras",single,Mariposita10x,hispanic,Atencion al cliente.,"Me identifico con ser yo misma, sencilla hablantina cuando entro en confianza, me gusta el deporte, leer, bailar, cosinar, me gustan los animales, amo la naturaleza, cuando algo no me agrada lo expreso soy franka al hacerlo,..",from 30 to 45,no children,Straight,Other,non-smoker,never,Romance,Male
Jorge2121,male,45 y.o.,"Managua, Nicaragua",single,Jorge2121,hispanic,-,-,from 19 to 86,no children,Straight,Spiritual,non-smoker,social drinker,"Friendship, Romance",Female
FORES,male,50 y.o.,"Cali, Valle del Cauca, Colombia",single,FORES,hispanic,ELECTROMECANICO,-,from 19 to 86,1-2 living with me,Straight,Christian,non-smoker,social drinker,Serious Relationship,Female
Ryanfair30,male,43 y.o.,"Winston-Salem, NC, USA",divorced,Ryanfair30,white,Self employed contractor,-,from 19 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,never,Serious Relationship,Female
geo75avi,male,59 y.o.,"Los Angeles, CA, USA",single,geo75avi,hispanic,driver,watching sports fun lovely man,from 30 to 50,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,Friendship,Female
BeckyRae69,female,55 y.o.,"Sioux Falls, SD, USA",divorced,BeckyRae69,native american,SSI,"My Love and Addiction are Les Twins; Laurent and Larry Bourgeois ????
Other than that, I'm update, I may be up in my age, but I keep up with today's genre of music; such as hip hop, pop, R & B and Dance...
I'm extremely picky about my music. 
I'm also considered a conspiracy theorist. 
I absolutely refuse anything to do with government mandates.",from 32 to 52,more than 2 living elsewhere,Straight,Spiritual,light smoker,occasional drinker,"Fun, Friendship",Male
robertHR,male,40 y.o.,"Santa Cruz de Tenerife, Spain",single,robertHR,white,-,-,from 19 to 86,want children,Straight,Atheist,light smoker,social drinker,Marriage,Female
incomprendido,male,51 y.o.,"Pueblo Nuevo, Panamá",single,incomprendido,hispanic,independiente,-,from 19 to 86,more than 2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,"Friendship, Serious Relationship",Female
Maria333,female,56 y.o.,"Provincia de Guanacaste, Costa Rica",divorced,Maria333,mixed,Administración,"Soy una mujer leal, resilente, empatica, con fe en las personas y en la vida . Me gusta el campo la playa y viajar",from 35 to 65,1-2 living with me,Straight,Other,light smoker,social drinker,Friendship,Male
Zarmo17,male,33 y.o.,"Omaha, NE, USA",single,Zarmo17,black,-,"Kind , down to earth !!! I don't have high standard just looking for my soulmate simple girl open minded , down to earth that would challenge me , make me better. A relationship shouldn't Be based on attraction only but chemistry and connection!! I would Love get to know first build a relationship that will last long !! I like to play piano when I am free!!!Always act good , do good and think positively!!!",from 19 to 86,no children,Straight,Spiritual,non-smoker,social drinker,"Fun, Romance, Serious Relationship, Marriage",Female
Balty27,male,30 y.o.,"Joinville - Santa Catarina, Brasil",single,Balty27,black,Operador !!,-,from 19 to 45,1-2 living elsewhere,Straight,Christian,light smoker,occasional drinker,Serious Relationship,Female
Eduar007,male,30 y.o.,"Caracas, Distrito Capital, Venezuela",single,Eduar007,asian,Empresario,Soy una persona alegre detallistas sincero de buen humor me gusta las cosas relajada un parque un cine una playa me gusta escuchar y ser escuchado.,from 19 to 86,more than 2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,"Friendship, Serious Relationship, Marriage",Female
Fernando3054,male,74 y.o.,"Quito, Ecuador",divorced,Fernando3054,hispanic,Empresario,"Soy amante del romance y la aventura, el deporte, la música, la playa y el mar, la lectura y la investigación. Me gusta viajar y encontrarme con una puesta de sol en la playa, junto a mi guitarra, una copa de vino y por supuesto, con la mujer que quiero, a la que siempre le daré el trato de una princesa...!!!. Eres tú?????",from 35 to 50,1-2 living elsewhere,Straight,Other,non-smoker,never,Serious Relationship,Male
Cab33,male,43 y.o.,"Cd Apodaca, N.L., México",divorced,Cab33,hispanic,-,-,from 30 to 45,more than 2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,"Serious Relationship, Marriage",Female
Paulita,female,43 y.o.,"Cali, Valle del Cauca, Colombia",divorced,Paulita,hispanic,Comerciante,-,from 19 to 86,1-2 living with me,Straight,Christian,non-smoker,never,"Fun, Friendship",Male
Josenoel,male,45 y.o.,"Managua, Nicaragua",divorced,Josenoel,hispanic,CFO,-,from 19 to 86,no children,Straight,Other,non-smoker,social drinker,Serious Relationship,Female
Bignuts2020,male,30 y.o.,"Morganton, NC 28655, USA",single,Bignuts2020,white,-,"27, funny, smart, loves to eat, and snuggle and watch scary movies",from 19 to 30,want children,Straight,Christian,non-smoker,social drinker,"Romance, Serious Relationship, Marriage",Female
asherb,male,40 y.o.,"Roseau, Dominica",single,asherb,mixed,Agronomist,-,from 23 to 32,want children,Straight,Christian,non-smoker,social drinker,"Friendship, Romance, Serious Relationship, Marriage",Female
juan2867,male,57 y.o.,"Las Vegas, NV, USA",divorced,juan2867,hispanic,-,"man looking for someone to have fun, enjoy all the thing that Las Vegas brings, go for dinner, walk, travel.
please locals only",from 19 to 86,1-2 living elsewhere,Straight,Other,non-smoker,social drinker,"Fun, Romance, Serious Relationship",Female
youssef19867,male,38 y.o.,"Bilbao, Vizcaya, España",single,youssef19867,white,-,-,from 19 to 86,no children,Bisexual,Muslim,non-smoker,never,Serious Relationship,Female
Georgesmm,male,36 y.o.,"Caracas, Capital District, Venezuela",single,Georgesmm,hispanic,-,-,from 19 to 40,want children,Bisexual,Other,social smoker,social drinker,Serious Relationship,Male
garabato,male,47 y.o.,"San Salvador, El Salvador",separated,garabato,hispanic,servicio al cliente,"extrovertido; me gustan las actividades al aire libre; busco una compania para gozar de la playa, la montania, conciertos",from 19 to 86,more than 2 living elsewhere,Straight,Other,social smoker,social drinker,"Fun, Friendship, Romance",Female
Matthias70,male,54 y.o.,"38400 Puerto de la Cruz, Santa Cruz de Tenerife, Spain",separated,Matthias70,white,-,-,from 35 to 55,1-2 living elsewhere,Straight,Atheist,non-smoker,social drinker,"Fun, Friendship, Romance",Female
Charly79,male,44 y.o.,"Toluca de Lerdo, Méx., México",single,Charly79,hispanic,-,-,from 30 to 50,no children,Straight,Other,light smoker,never,Serious Relationship,Female
Leo_David,male,36 y.o.,"Quito, Ecuador",single,Leo_David,mixed,Tecnologo electrico,-,from 19 to 50,no children,Straight,Atheist,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship, Marriage",Female
Vanman62,male,62 y.o.,"Chattanooga, TN, USA",divorced,Vanman62,white,-,I am a Tennessee boy born and raised Nashville Tennessee living in Chattanooga to be closer to my grandchildren I'm 6 ft tall 200 lb,from 40 to 60,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,"Romance, Serious Relationship",Female
Makes,male,39 y.o.,"Cape Town, South Africa",single,Makes,native american,-,"Down 2 earth enjoy life
Dare 2 be different",from 25 to 44,1-2 living with me,Straight,Spiritual,social smoker,occasional drinker,"Friendship, Serious Relationship",Female
Monumental85,male,39 y.o.,"New York, NY, USA",separated,Monumental85,hispanic,-,-,from 19 to 86,1-2 living with me,Straight,Christian,non-smoker,never,Serious Relationship,Female
Stargirl81,female,43 y.o.,"Everett, WA, USA",single,Stargirl81,mixed,-,-,from 19 to 45,no children,Straight,Spiritual,light smoker,social drinker,"Fun, Friendship, Romance",Male
Yul,female,39 y.o.,"Caracas, Distrito Capital, Venezuela",single,Yul,white,-,-,from 35 to 40,1-2 living with me,Straight,Other,non-smoker,occasional drinker,Serious Relationship,Male
molineros,male,50 y.o.,"Cali, Valle del Cauca, Colombia",in relationship,molineros,hispanic,independiente,-,from 19 to 50,1-2 living elsewhere,Straight,Christian,non-smoker,never,Friendship,Female
Jesenia45,female,48 y.o.,"Guayaquil, Ecuador",separated,Jesenia45,mixed,-,-,from 55 to 75,1-2 living with me,Straight,Other,non-smoker,occasional drinker,Romance,Male
Wkieueuj,male,43 y.o.,"Oxnard, California, EE. UU.",single,Wkieueuj,hispanic,Picador,-,from 19 to 86,no children,Straight,Other,non-smoker,never,Serious Relationship,Female
Fabii,female,55 y.o.,"Mérida, Yuc., México",divorced,Fabii,hispanic,Negocios,-,from 45 to 70,1-2 living elsewhere,Straight,Other,non-smoker,social drinker,Serious Relationship,Male
Diegog3030,male,38 y.o.,"Bogotá, Colombia",single,Diegog3030,hispanic,Avicultor,-,from 19 to 45,1-2 living with me,Straight,Christian,social smoker,occasional drinker,"Friendship, Romance, Serious Relationship",Female
marusa,female,43 y.o.,"Malabo, Equatorial Guinea",single,marusa,native american,Administrativa,"Soy una persona social,sinpatica, honesta, seria y romantica",from 39 to 49,want children,Straight,Christian,non-smoker,occasional drinker,Serious Relationship,Female
Syusy1991,female,33 y.o.,"Santo Domingo de los Tsáchilas, Ecuador",separated,Syusy1991,hispanic,PSICOLOGA EDUCATIVA,"Me considero una persona honesta y transparente, me gusta trabajar y soy muy perseverante en el cumplimiento de mis metas",from 38 to 50,1-2 living with me,Straight,Other,non-smoker,occasional drinker,Marriage,Male
Elchapster420,male,38 y.o.,"Montreal, QC, Canada",single,Elchapster420,hispanic,-,-,from 19 to 33,want children,Straight,Spiritual,non-smoker,social drinker,"Serious Relationship, Marriage",Female
IamtorranceB716,male,33 y.o.,"Cheektowaga, NY, USA",single,IamtorranceB716,black,a warehouse,-,from 21 to 45,want children,Straight,Christian,social smoker,never,"Friendship, Romance, Serious Relationship, Marriage",Female
Rodrigue458,male,33 y.o.,"Kigali, Rwanda",single,Rodrigue458,black,Electrical Technician,-,from 19 to 33,no children,Straight,Christian,non-smoker,social drinker,Romance,Female
Purexcitement,male,45 y.o.,"San Bruno, CA, USA",separated,Purexcitement,white,Construction,-,from 20 to 50,1-2 living elsewhere,Straight,Christian,non-smoker,never,"Fun, Friendship, Romance",Female
Jurviks,male,54 y.o.,"Cēsis, Cēsu pilsēta, Latvia",in relationship,Jurviks,white,Shipping company,-,from 30 to 52,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance",Female
Irishwoman,female,56 y.o.,"Hubbard, OH 44425, USA",divorced,Irishwoman,white,Laborer,-,from 19 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,never,Serious Relationship,Male
Stepkiki07,female,49 y.o.,"Chattanooga, TN, USA",single,Stepkiki07,mixed,-,-,from 19 to 86,1-2 living elsewhere,Straight,Christian,social smoker,social drinker,"Romance, Serious Relationship",Male
Elias420,male,41 y.o.,"Port of Spain, Trinidad and Tobago",single,Elias420,mixed,Machine operator,-,from 25 to 45,1-2 living with me,Straight,Muslim,light smoker,never,"Friendship, Romance, Serious Relationship",Female
Popdiva2020,female,52 y.o.,"Fargo, ND, USA",single,Popdiva2020,white,Entapeneuer,I am new too the area and thought this would be idea too find a man who would love too get too know each other and see where things go.ultimatly looking for serious relationship turning into marriage possiblely,from 27 to 60,no children,Straight,Other,light smoker,social drinker,"Serious Relationship, Marriage",Male
Mustafa49,male,52 y.o.,"Barcelona, España",separated,Mustafa49,mixed,-,-,from 30 to 46,1-2 living elsewhere,Straight,Muslim,light smoker,social drinker,Serious Relationship,Female
Hisham93,male,31 y.o.,Riyadh Saudi Arabia,single,Hisham93,white,Baker,-,from 21 to 29,no children,Straight,Muslim,non-smoker,never,"Friendship, Romance",Female
Arc5777,male,41 y.o.,"Las Cruces, NM, USA",single,Arc5777,hispanic,Roofer,-,from 19 to 38,more than 2 living elsewhere,Straight,Christian,social smoker,social drinker,Fun,Female
Sofiiii,female,33 y.o.,"Medellín, Medellin, Antioquia, Colombia",single,Sofiiii,hispanic,Confecciones,Una persona muy trabajadora muy respetuosa muy amable con buenos principios y modales,from 19 to 86,want children,Straight,Christian,non-smoker,never,"Romance, Serious Relationship",Male
ferumdemirus,male,47 y.o.,"Mardin, Artuklu/Mardin, Turkey",divorced,ferumdemirus,white,-,-,from 19 to 25,no children,Straight,Other,light smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship",Female
Sol666,female,39 y.o.,"Guatemala City, Guatemala",divorced,Sol666,hispanic,Psicóloga y educadora,"Cariñosa, amable, divertida en general una persona muy normal.",from 37 to 45,1-2 living with me,Straight,Christian,non-smoker,occasional drinker,Serious Relationship,Male
Tataiana,female,38 y.o.,"Zipaquirá, Cundinamarca, Colombia",single,Tataiana,hispanic,Asistente dental,-,from 30 to 70,1-2 living with me,Straight,Other,non-smoker,occasional drinker,Serious Relationship,Male
